TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,555698339,555698339,PA,Pećina Ledenjača,Pećina Ledenjača,Spomenik prirode III (RS zakon),Nature Monument (RS law),National,III,Not Applicable,Terrestrial,0,0,0.074000001,0.0739458547013248,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Physical Planning, Civil Engineering and Ecology",Not Reported,State Verified,2013,BIH,BIH,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2579,2579,PA,Olympic National Park,Parc national Olympique,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Terrestrial,0,8.38502130995491,3696.598,3687.37197943738,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61612,61612,PA,Canaima National Park,Parc national de Canaima,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,30000,28828.4056050979,Not Applicable,0,Inscribed,1994,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,VEN,VEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,124384,124384,PA,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area","Paysage panoramique du mont Emei, incluant le paysage panoramique du grand Bouddha  de Leshan",World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iv);(vi);(x),Terrestrial,0,0,154,255.975770440982,Not Applicable,0,Inscribed,1996,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555586733,555586733,PA,Southeast Farallon Island State Marine Conservation Area,Southeast Farallon Island State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Marine,0,33.5365698777789,33.5365798224,33.5365698777789,None,0,Designated,2010,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555625661,555625661,PA,"Cacique Lempira, Señor de las Montañas","Cacique Lempira, Señor de las Montañas",UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,1686.34,154.944218911136,Not Applicable,0,Designated,2015,Not Reported,Not Applicable,Not Reported,Not Applicable,"El Instituto de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre,  La Mancomunidad MAPANCE PROCELAQUE.",Not Reported,State Verified,988,HND,HND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,93239,93239,PA,Cwmllwyd Wood,Cwmllwyd Wood,Local Nature Reserve,Local Nature Reserve,National,Not Reported,Not Applicable,Terrestrial,0,0,0.0614,0.061375027422474,Not Applicable,0,Designated,1981,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2113,GBR,GBR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555655585,555655585,PA,Cascade Head Marine Reserve,Cascade Head Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,25.0074146561388,25.0882052063,25.0882053193126,All ,0,Designated,2014,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Point,902538,902538,PA,Qomolangma,Qomolangma,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,18235.91,,Not Applicable,0,Designated,2004,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1251,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,902356,902356,PA,Natural System of Wrangel Island Reserve,Natural System of Wrangel Island Reserve,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Coastal,11543,12510.0249524775,19163,20226.2646540471,Not Reported,0,Inscribed,2004,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555698178,555698178,PA,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iv);(x),Terrestrial,0,0,1452.552,1455.07098935012,Not Applicable,0,Inscribed,2018,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Tehuacán-Cuicatlán Biosphere Reserve,Not Reported,State Verified,946,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10933,10933,PA,Chiaksan,치악산,국립공원,National Park,National,II,Not Applicable,Terrestrial,0,0,175.667999268,175.249849734229,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Applicable,Multiple ownership,Not Reported,Korea National Park Service,Not Reported,State Verified,1892,KOR,KOR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,18337,18337,PA,Hawaii Volcanoes National Park,Parc national des volcans d'Hawaï,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0.497243506393851,879.4,843.249711541385,Not Applicable,0,Inscribed,1987,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2573,2573,PA,Willandra Lakes Region,Région des lacs Willandra,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iii);(viii),Terrestrial,0,0,2400,2391.84442355252,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2016,2016,PA,Plitvice Lakes National Park,Plitvice Lakes National Park,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii),Terrestrial,0,0,295.8171,295.838001002157,Not Applicable,0,Inscribed,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,HRV,HRV,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556049,555556049,PA,Tajik National Park (Mountains of the Pamirs),Parc national tadjik (montagnes du Pamir),World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,26116.74,25370.2378709958,Not Applicable,0,Inscribed,2013,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,TJK,TJK,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,14177,14177,PA,Sundarbans National Park,Parc national des Sundarbans,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Coastal,0,241.595683219426,1330.1,1038.34317659393,Not Reported,0,Inscribed,1987,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,306844,306844,PA,Selva El Ocote,Selva El Ocote,Reserva de la Biósfera,Biosphere Reserve,National,Ia,Not Applicable,Terrestrial,0,0,1012.8815125,1013.51862404329,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/ocote.pdf,State Verified,1850,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555674367,555674367,PA,Main Poland Road CR,Main Poland Road CR,Conservation Easement,Conservation Easement,National,Not Assigned,Not Applicable,Terrestrial,0,0,0.6934208096,0.693420772469197,Not Applicable,0,Designated,2011,Non-profit organisations,Not Applicable,Individual landowners,Not Applicable,Non-Governmental Organization,Not Reported,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,124387,124387,PA,Volcanoes of Kamchatka,Volcanoes of Kamchatka,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,1781.28136680349,39957.6937,39914.0845137546,Not Applicable,0,Inscribed,1996,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,9613,9613,PA,Pirin National Park,Parc national de Pirin,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii),Terrestrial,0,0,383.5004,392.352166131661,Not Applicable,0,Inscribed,1983,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,BGR,BGR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556046,555556046,PA,El Pinacate and Gran Desierto de Altar Biosphere Reserve,Reserva de la Biósfera El Pinacate y Gran Desierto de Altar,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii);(x),Terrestrial,0,0,7145.66,7290.75565040784,Not Applicable,0,Inscribed,2013,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas,Not Reported,State Verified,946,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555587012,555587012,PA,South Humboldt Bay State Marine Recreational Manag Recreation,South Humboldt Bay State Marine Recreational Manag Recreation,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,1.90912695254654,2.0858807875,2.08588082709525,All ,0,Designated,2012,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,315023,315023_3,PA,Lord Howe Island,Lord Howe Island,Marine Park,Marine Park,National,VI,Not Applicable,Marine,0.0168930478,0.0167368382116929,0.0168930478,0.0168930386776507,None,0,Designated,1999,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-NSW_DPIRD,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,555715518,555715518,PA,Chaîne des Puys - Limagne fault tectonic arena,Haut lieu tectonique Chaîne des Puys - faille de Limagne,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0,242.23,264.66095453336,Not Applicable,0,Inscribed,2018,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,FRA,FRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,979,979,PA,North Cascades,North Cascades,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,2028.4868908524,2028.46598137682,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Park Service,Not Reported,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,193596,193596,PA,Greenhead Moss and Perchy Pond,Greenhead Moss and Perchy Pond,Local Nature Reserve,Local Nature Reserve,National,Not Reported,Not Applicable,Terrestrial,0,0,0.9928,0.990444446011931,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2113,GBR,GBR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,20399,20399,PA,Mosi-oa-Tunya / Victoria Falls,Mosi-oa-Tunya / Chutes Victoria,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,68.6,77.1469307258296,Not Applicable,0,Inscribed,1989,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ZMB;ZWE,ZMB;ZWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67730,67730,PA,K'gari (Fraser Island),Île Fraser,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii),Terrestrial,0,141.132668439395,1818.51,1813.07485334258,Not Applicable,0,Inscribed,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,174407,174407,PA,2004316 2004090 (W-id) En gran(Vikarbyn),2004316 2004090 (W-id) En gran(Vikarbyn),Naturminne,Natural Monument,National,Not Assigned,Not Applicable,Terrestrial,0,,0,,Not Applicable,0,Designated,1950,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,County Administrative Board and Local Authorities,Not Reported,State Verified,2013,SWE,SWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555839974,555839974,PA,Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Marine,0,3637.89639661423,3940.6728,3940.54706045403,Not Reported,0,Inscribed,2025,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GNB,GNB,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,478060,478060,PA,Esteros de Farrapos e Islas del Río Uruguay,Esteros de Farrapos e Islas del Río Uruguay,Parque Nacional,National Park,National,II,Not Applicable,Coastal,0,32.372144990647,168.101202,164.328483614332,Not Reported,0,Designated,2008,Federal or national ministry or agency,Not Applicable,Multiple ownership,Not Reported,MVOTMA,Not Reported,State Verified,1709,URY,URY,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555556048,555556048,PA,Namib Sand Sea,Erg du Namib,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,66.054161897908,30777,30758.3646624983,Not Applicable,0,Inscribed,2013,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,NAM,NAM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,902483,902483,PA,Vredefort Dome,Dôme de Vredefort,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Terrestrial,0,0,301.11,314.435603410568,Not Applicable,0,Inscribed,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ZAF,ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900889,900889,PA,Ha Long Bay - Cat Ba Archipelago,Baie d'Ha-Long,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Coastal,0,538.052291307931,656.5,674.377792546993,Not Reported,0,Inscribed,1994,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,VNM,VNM,Not Applicable,Not Applicable,Not Reported,Not Applicable
